Time,Current
0.00115,-0.0000000345212889385493
0.05115,0.000000328754111933449
0.10115,0.000000366822717978721
0.15115,0.000000392407230265235
0.20115,0.000000405663172386994
0.25115,0.000000420859407768148
0.30115,0.000000435149445365823
0.35115,0.000000447574336703838
0.40115,0.000000456751592992077
0.45115,0.00000046589627800131
0.50115,0.000000478111132906633
0.55115,0.00000048012071829362
0.60115,0.000000493111826926906
0.65115,0.000000503237174598326
0.70115,0.000000511712300976797
0.75115,0.000000519927368713979
0.80115,0.000000531505918388575
0.85115,0.000000536714821919304
0.90115,0.000000550126571852161
0.95115,0.000000550514414499048
1.00115,0.000000556845975552278
1.05115,0.00000056114510016414
1.10115,0.000000571601560750423
1.15115,0.000000574833279642917
1.20115,0.000000583011342314421
1.25115,0.000000589964088248962
1.30115,0.000000597637097143888
1.35115,0.000000603364640028303
1.40115,0.000000613258919202053
1.45115,0.000000611779682913038
1.50115,0.000000620526122929732
1.55115,0.00000062943053080744
1.60115,0.000000625644929641567
1.65115,0.000000628995962870249
1.70115,0.0000006308176807579
1.75115,0.000000637660093616432
1.80115,0.000000643684529677557
1.85115,0.00000065139312255269
1.90115,0.000000649158607757272
1.95115,0.000000650447816497035
2.00115,0.00000065994663600577
2.05115,0.000000655879546229698
2.10115,0.000000667293022615922
2.15115,0.000000672433827730856
2.20115,0.00000067913293833044
2.25115,0.000000675064995903085
2.30115,0.000000681877281749621
2.35115,0.000000691037485012203
2.40115,0.000000691813681896747
2.45115,0.000000693369543114386
2.50115,0.00000069861260953985
2.55115,0.000000705076786289283
2.60115,0.000000709472772086883
2.65115,0.000000715715145815921
2.70115,0.000000709590892711276
2.75115,0.000000712884002496139
2.80115,0.000000714575151050667
2.85115,0.000000726832979580649
2.90115,0.000000729616033368075
2.95115,0.000000734286118131422
3.00115,0.000000743510156553384
3.05115,0.000000735672699647694
3.10115,0.00000073652415721881
3.15115,0.000000740021391720802
3.20115,0.00000074442749564696
3.25115,0.00000074350089107611
3.30115,0.000000749853143133805
3.35115,0.000000754089626298082
3.40115,0.000000755293910970067
3.45115,0.000000762649904118007
3.50115,0.00000076845140029036
3.55115,0.000000769526650401531
3.60115,0.000000772022133332939
3.65115,0.000000774334694142453
3.70115,0.000000785660915880726
3.75115,0.000000781412268224813
3.80115,0.000000787487351772143
3.85115,0.000000792912999258988
3.90115,0.000000797842744759691
3.95115,0.000000809036350801762
4.00115,0.000000806535297215305
4.05115,0.000000803679768068832
4.10115,0.0000008117938250507
4.15115,0.000000819994511402911
4.20115,0.000000824502365048829
4.25115,0.000000827824976568081
4.30115,0.000000829339967367559
4.35115,0.000000831182092042582
4.40115,0.00000084075060158284
4.45115,0.000000844166379465605
4.50115,0.000000851895151754434
4.55115,0.000000859524845964188
4.60115,0.000000866021309775533
4.65115,0.00000086950933564367
4.70115,0.000000873458304795349
4.75115,0.000000881386881701474
4.80115,0.000000885510360149055
4.85115,0.000000886793259269325
4.90115,0.000000897170536973135
4.95115,0.000000897695429102896
5.00115,0.000000902374267752748
5.05115,0.000000908797460397182
5.10115,0.000000919320825687464
5.15115,0.000000927720691379363
5.20115,0.00000093165283487906
5.25115,0.000000937438585424388
5.30115,0.000000943601150993345
5.35115,0.000000953609401221911
5.40115,0.000000962299395723676
5.45115,0.000000970140604295011
5.50115,0.000000968789322541852
5.55115,0.000000954691358856508
5.60115,0.000000990043758974934
5.65115,0.000000992247692011006
5.70115,0.00000100240845313238
5.75115,0.00000100753891274508
5.80115,0.00000101206182989699
5.85115,0.00000103284537544823
5.90115,0.00000103674665297149
5.95115,0.00000104036485026882
6.00115,0.00000105384640392003
6.05115,0.00000105599474409246
6.10115,0.00000106841662272927
6.15115,0.00000107834023310716
6.20115,0.00000108503581941477
6.25115,0.00000109284667360043
6.30115,0.00000110079008663888
6.35115,0.00000111223641852121
6.40115,0.00000112003908725455
6.45115,0.00000113658052214305
6.50115,0.00000114154090624652
6.55115,0.00000115577029191627
6.60115,0.0000011610388810368
6.65115,0.00000117284037060017
6.70115,0.00000117979311653471
6.75115,0.00000119035723855632
6.80115,0.00000120560332561581
6.85115,0.00000121768187000271
6.90115,0.00000122641631605802
6.95115,0.00000124149528346607
7.00115,0.00000125258134175965
7.05115,0.00000126473617001466
7.10115,0.00000128429655887885
7.15115,0.00000130265891584713
7.20115,0.00000131185970531078
7.25115,0.00000132159573240642
7.30115,0.0000013353007943806
7.35115,0.0000013537014638132
7.40115,0.00000137110623654735
7.45115,0.00000139079224936722
7.50115,0.0000014065361710891
7.55115,0.00000061502748849307
7.60115,0.000000482796110645722
7.65115,0.000000391297049873174
7.70115,0.000000328033365804004
7.75115,0.000000270486708586759
7.80115,0.000000223191179316018
7.85115,0.000000181917599206827
7.90115,0.000000141104649742374
7.95115,0.0000001071402806474
8.00115,0.0000000798616781594319
8.05115,0.0000000495329182115256
8.10115,0.000000029311658877873
8.15115,0.00000000774860975383262
8.20115,-0.0000000162266076131345
8.25115,-0.0000000313692858355807
8.30115,-0.0000000435721076996742
8.35115,-0.0000000682056651157836
8.40115,-0.0000000837312228441078
8.45115,-0.0000000941103905915952
8.50115,-0.000000106151432532897
8.55115,-0.000000115149497048606
8.60115,-0.000000134787967454031
8.65115,-0.000000141395005925915
8.70115,-0.000000147270000638855
8.75115,-0.000000163713210099559
8.80115,-0.000000170433082757881
8.85115,-0.000000184455728913235
8.90115,-0.00000018993631556441
8.95115,-0.000000201684670741997
9.00115,-0.000000207646536409811
9.05115,-0.000000215205176345989
9.10115,-0.000000218060648649043
9.15115,-0.000000229524772521472
9.20115,-0.000000231863495514517
9.25115,-0.000000240211363689014
9.30115,-0.000000255300420803906
9.35115,-0.000000260795502526889
9.40115,-0.000000267982528612265
9.45115,-0.000000264962352503062
9.50115,-0.000000274456425586322
9.55115,-0.000000287116534991583
9.60115,-0.000000285098849417409
9.65115,-0.000000293691329034118
9.70115,-0.000000295800020921888
9.75115,-0.000000303881989793808
9.80115,-0.000000312217252940172
9.85115,-0.000000313594682666007
9.90115,-0.00000031708790970697
9.95115,-0.000000322676129371757
10.00115,-0.000000330012085214548
10.05115,-0.000000331733275515944
10.10115,-0.00000033612153060858
10.15115,-0.000000342278241305394
10.20115,-0.000000340810032639638
10.25115,-0.000000348014026485544
10.30115,-0.000000353571266487052
10.35115,-0.000000357681102514107
10.40115,-0.000000363142703463382
10.45115,-0.000000369759504792455
10.50115,-0.000000372354492128579
10.55115,-0.000000372918719904192
10.60115,-0.00000037749393300146
10.65115,-0.000000381020441864166
10.70115,-0.000000378903166620148
10.75115,-0.000000396898826693359
10.80115,-0.000000398908326815217
10.85115,-0.00000040295839198734
10.90115,-0.000000397797805362643
10.95115,-0.000000406837216360145
11.00115,-0.000000408538312512974
11.05115,-0.000000408141033858556
11.10115,-0.000000418616167507935
11.15115,-0.000000425931915515321
11.20115,-0.00000042707461034297
11.25115,-0.000000427820225468167
11.30115,-0.000000434101508517415
11.35115,-0.00000043890196366192
11.40115,-0.00000044365123130774
11.45115,-0.000000447134397063564
11.50115,-0.000000445581605390544
11.55115,-0.000000454704064623002
11.60115,-0.000000455519881370492
11.65115,-0.000000456098405265948
11.70115,-0.000000463643289094762
11.75115,-0.000000464798461052851
11.80115,-0.000000468703206024657
11.85115,-0.000000471666623980127
11.90115,-0.000000477010019039881
11.95115,-0.000000481170729926816
12.00115,-0.000000487965849060856
12.05115,-0.000000496763846058457
12.10115,-0.000000502020554904448
12.15115,-0.000000510657969243766
12.20115,-0.000000506910851072462
12.25115,-0.000000508007133248611
12.30115,-0.000000513694317305635
12.35115,-0.000000525981363352912
12.40115,-0.000000536084769464651
12.45115,-0.000000534879973201896
12.50115,-0.000000543822352483403
12.55115,-0.000000544053648354748
12.60115,-0.00000055107767593654
12.65115,-0.000000555720077954902
12.70115,-0.000000556505369786464
12.75115,-0.000000564123183721676
12.80115,-0.000000570816723666212
12.85115,-0.000000590033266689716
12.90115,-0.000000583303176426853
12.95115,-0.000000587166312016052
13.00115,-0.000000592872709148651
13.05115,-0.000000590939578160032
13.10115,-0.00000060144321878397
13.15115,-0.000000618281944753107
13.20115,-0.000000624357483047788
13.25115,-0.000000625529082753928
13.30115,-0.000000627468352831784
13.35115,-0.00000063779941683606
13.40115,-0.000000634942068700184
13.45115,-0.000000644676219963003
13.50115,-0.000000660201351365686
13.55115,-0.000000666785240355239
13.60115,-0.000000669401401864889
13.65115,-0.000000685260545196797
13.70115,-0.000000685801012423326
13.75115,-0.000000699582244578778
13.80115,-0.00000070081460989968
13.85115,-0.000000708945663063787
13.90115,-0.000000716270164957677
13.95115,-0.000000717036641617597
14.00115,-0.000000725855045402568
14.05115,-0.000000731934164832637
14.10115,-0.000000749841888136871
14.15115,-0.000000751217214656208
14.20115,-0.000000757302927922865
14.25115,-0.00000076536218784895
14.30115,-0.000000765786921874678
14.35115,-0.000000773279396071302
14.40115,-0.000000782639006047248
14.45115,-0.000000789440207427106
14.50115,-0.000000792671414728829
14.55115,-0.000000799433450993092
14.60115,-0.000000807352705578523
14.65115,-0.000000815990460978355
14.70115,-0.000000816927865798789
14.75115,-0.000000823542677608202
14.80115,-0.000000827063672659278
14.85115,-0.000000831412933166575
14.90115,-0.000000837930258512642
14.95115,-0.000000846118723529798
15.00115,-0.000000853118422128318
15.05115,-0.000000855211283123936
15.10115,-0.000000856812221172731
15.15115,-0.000000861603723478765
15.20115,-0.000000863770765135996
15.25115,-0.000000868526569774986
15.30115,-0.000000870641770234215
15.35115,-0.000000874973579811922
15.40115,-0.000000882869244378526
15.45115,-0.000000886927637111512
15.50115,-0.000000890459546099009
15.55115,-0.000000902645865608065
15.60115,-0.000000903155353171314
15.65115,-0.000000905672209228214
15.70115,-0.000000908847255232104
15.75115,-0.000000921007767828996
15.80115,-0.00000092483674052346
15.85115,-0.000000929505745261849
15.90115,-0.000000935012280933734
15.95115,-0.000000939962774282321
16.00115,-0.000000943910947626136
16.05115,-0.000000953507822032407
16.10115,-0.000000958652549343242
16.15115,-0.000000964416017268377
16.20115,-0.000000974502995632065
16.25115,-0.000000982052711151482
16.30115,-0.000000985552560450742
16.35115,-0.000000989945419860305
16.40115,-0.000000996397261587845
16.45115,-0.000000996379071693809
16.50115,-0.00000100698309779546
16.55115,-0.00000101205148439476
16.60115,-0.00000102926367162581
16.65115,-0.00000102843137028685
16.70115,-0.00000104179730442411
16.75115,-0.00000104633818409638
16.80115,-0.00000105490289570298
16.85115,-0.00000106121319731756
16.90115,-0.00000106900722585124
16.95115,-0.00000108062261006125
